rank,token_id,count,frequency,cumulative_freq
362,217,335,0.07102754596648347,76.34464685528187
363,701,335,0.07102754596648347,76.41567440124835
364,1304,334,0.07081552344121039,76.48648992468956
365,1775,333,0.07060350091593731,76.5570934256055
366,1127,333,0.07060350091593731,76.62769692652144
367,1584,332,0.07039147839066422,76.6980884049121
368,428,332,0.07039147839066422,76.76847988330276
369,1086,330,0.06996743334011805,76.83844731664288
370,1295,330,0.06996743334011805,76.90841474998301
371,9,329,0.06975541081484497,76.97817016079786
372,1443,329,0.06975541081484497,77.04792557161271
373,57,328,0.06954338828957188,77.11746895990228
374,1577,325,0.06890732071375263,77.18637628061603
375,205,324,0.06869529818847955,77.2550715788045
376,1358,324,0.06869529818847955,77.32376687699298
377,1764,322,0.06827125313793336,77.39203813013091
378,887,321,0.06805923061266028,77.46009736074357
379,1078,320,0.0678472080873872,77.52794456883096
380,1747,320,0.0678472080873872,77.59579177691835
381,58,317,0.06721114051156794,77.66300291742992
382,183,317,0.06721114051156794,77.7302140579415
383,628,316,0.06699911798629486,77.7972131759278
384,749,312,0.06615102788520252,77.86336420381299
385,876,312,0.06615102788520252,77.92951523169819
386,203,312,0.06615102788520252,77.99566625958339
387,1483,309,0.06551496030938328,78.06118121989277
388,1792,309,0.06551496030938328,78.12669618020216
389,930,309,0.06551496030938328,78.19221114051155
390,1702,306,0.06487889273356401,78.2570900332451
391,1745,306,0.06487889273356401,78.32196892597867
392,1337,305,0.06466687020829093,78.38663579618695
393,1780,305,0.06466687020829093,78.45130266639524
394,1779,303,0.06424282515774475,78.51554549155298
395,1509,303,0.06424282515774475,78.57978831671073
396,825,302,0.06403080263247167,78.6438191193432
397,951,301,0.06381878010719859,78.7076378994504
398,867,301,0.06381878010719859,78.7714566795576
399,1565,299,0.06339473505665243,78.83485141461425
400,201,299,0.06339473505665243,78.8982461496709
401,286,299,0.06339473505665243,78.96164088472754
402,1676,298,0.06318271253137933,79.02482359725893
403,1146,295,0.06254664495556009,79.08737024221449
404,1488,291,0.061698554854467735,79.14906879706896
405,856,290,0.061486532329194654,79.21055532939816
406,1100,290,0.061486532329194654,79.27204186172736
407,502,288,0.061062487278648485,79.333104349006
408,1511,288,0.061062487278648485,79.39416683628465
409,1802,287,0.0608504647533754,79.45501730103803
410,303,287,0.0608504647533754,79.5158677657914
411,892,285,0.060426419702829234,79.57629418549423
412,1056,285,0.060426419702829234,79.63672060519707
413,1229,284,0.060214397177556146,79.69693500237463
