file_id,speaker,utt,kind,material,layer_idx,module_path,stage,abs_mean,rms,temp_std,delta_rms
boy4_box_002,boy4,002,ldv,box,9,encoder.model[7].block[1],residual,28.579675674438477,54.18358612060547,42.39669418334961,75.31411743164062
boy4_box_002,boy4,002,ldv,box,10,encoder.model[7].block[3],residual,12.564994812011719,28.94134521484375,18.83574676513672,34.427703857421875
boy4_box_002,boy4,002,ldv,box,11,encoder.model[7].shortcut,residual,7.7024407386779785,16.284812927246094,11.39281177520752,20.34779167175293
boy4_box_002,boy4,002,ldv,box,12,encoder.model[9],downsample,9.41571044921875,19.253341674804688,11.002850532531738,19.184486389160156
boy4_box_002,boy4,002,ldv,box,13,encoder.model[10].block[1],residual,6.494152069091797,14.572281837463379,7.020277500152588,10.201004981994629
boy4_box_002,boy4,002,ldv,box,14,encoder.model[10].block[3],residual,1.2568700313568115,2.595770835876465,1.370957374572754,2.9255800247192383
boy4_box_002,boy4,002,ldv,box,15,encoder.model[10].shortcut,residual,3.3959004878997803,14.14095687866211,2.666445732116699,2.671950578689575
boy4_box_002,boy4,002,ldv,box,16,encoder.model[12],downsample,0.2147683948278427,0.42568930983543396,0.20378737151622772,0.3151612877845764
boy4_box_002,boy4,002,ldv,box,17,encoder.model[15],projection,0.19599981606006622,0.2509797513484955,0.20907151699066162,0.23642538487911224
boy7_box_002,boy7,002,ldv,box,0,encoder.model[0],stem,0.25258198380470276,0.49431148171424866,0.4085446000099182,0.053238291293382645
boy7_box_002,boy7,002,ldv,box,1,encoder.model[1].block[1],residual,0.8322709798812866,1.715111494064331,1.2339328527450562,0.1854970008134842
boy7_box_002,boy7,002,ldv,box,2,encoder.model[1].block[3],residual,1.12152898311615,2.0074706077575684,1.6028660535812378,0.27106785774230957
boy7_box_002,boy7,002,ldv,box,3,encoder.model[1].shortcut,residual,0.81289142370224,1.5112825632095337,1.3087782859802246,0.1623329371213913
boy7_box_002,boy7,002,ldv,box,4,encoder.model[3],downsample,4.176562786102295,8.473215103149414,5.879403591156006,1.9747792482376099
boy7_box_002,boy7,002,ldv,box,5,encoder.model[4].block[1],residual,10.934494972229004,19.83960723876953,14.285122871398926,5.945475101470947
boy7_box_002,boy7,002,ldv,box,6,encoder.model[4].block[3],residual,10.862627983093262,18.274044036865234,15.71545696258545,12.091710090637207
boy7_box_002,boy7,002,ldv,box,7,encoder.model[4].shortcut,residual,2.5132386684417725,5.505120754241943,3.6413519382476807,1.7115821838378906
boy7_box_002,boy7,002,ldv,box,8,encoder.model[6],downsample,15.453180313110352,28.34307289123535,22.467269897460938,30.520755767822266
boy7_box_002,boy7,002,ldv,box,9,encoder.model[7].block[1],residual,18.467199325561523,32.70122528076172,26.444746017456055,39.768863677978516
boy7_box_002,boy7,002,ldv,box,10,encoder.model[7].block[3],residual,8.835745811462402,20.532089233398438,12.989616394042969,21.27495574951172
boy7_box_002,boy7,002,ldv,box,11,encoder.model[7].shortcut,residual,5.9615983963012695,13.983072280883789,8.638882637023926,12.619054794311523
boy7_box_002,boy7,002,ldv,box,12,encoder.model[9],downsample,7.406599521636963,15.262940406799316,9.012155532836914,19.27082633972168
